13069,2020,01,01,36
13070,2020,01,01,35
13071,2020,01,01,86
13072,2020,01,01,9
13073,2020,01,01,78
13074,2020,01,01,59
13075,2020,01,01,240
13076,2020,01,01,126
13077,2020,01,01,243
13078,2020,01,01,0
13079,2020,01,01,240
13080,2020,01,01,305
13081,2020,01,01,153
13082,2020,01,01,0
13086,2020,01,01,199
13345,2020,01,01,109
13346,2020,01,01,49
13347,2020,01,01,105
13348,2020,01,01,153
13350,2020,01,01,0
13434,2020,01,01,126
13435,2020,01,01,87
13436,2020,01,01,62
13437,2020,01,01,93
13438,2020,01,01,18
13444,2020,01,01,19
13446,2020,01,01,30
13454,2020,01,01,0
13455,2020,01,01,0
13456,2020,01,01,0
13457,2020,01,01,0
13458,2020,01,01,0
13459,2020,01,01,0
13460,2020,01,01,0
13461,2020,01,01,0
13462,2020,01,01,0
13463,2020,01,01,0
13464,2020,01,01,0
13465,2020,01,01,0
13466,2020,01,01,0
13467,2020,01,01,0
13470,2020,01,01,0
13471,2020,01,01,0
13472,2020,01,01,0
13473,2020,01,01,0
13478,2020,01,01,0
13069,2020,01,02,107
13070,2020,01,02,183
13071,2020,01,02,329
13072,2020,01,02,52
13073,2020,01,02,534
13074,2020,01,02,268
13075,2020,01,02,947
13076,2020,01,02,574
13077,2020,01,02,635
13078,2020,01,02,0
13079,2020,01,02,775
13080,2020,01,02,1068
13081,2020,01,02,667
13082,2020,01,02,0
13086,2020,01,02,724
13345,2020,01,02,487
13346,2020,01,02,232
13347,2020,01,02,425
13348,2020,01,02,591
13350,2020,01,02,0
13434,2020,01,02,449
13435,2020,01,02,375
13436,2020,01,02,377
13437,2020,01,02,378
13438,2020,01,02,94
13444,2020,01,02,93
13446,2020,01,02,93
13454,2020,01,02,0
13455,2020,01,02,0
13456,2020,01,02,0
13457,2020,01,02,0
13458,2020,01,02,0
13459,2020,01,02,0
13460,2020,01,02,0
13461,2020,01,02,0
13462,2020,01,02,0
13463,2020,01,02,0
13464,2020,01,02,0
13465,2020,01,02,0
13466,2020,01,02,0
13467,2020,01,02,0
13470,2020,01,02,0
13471,2020,01,02,0
13472,2020,01,02,0
13473,2020,01,02,0
13478,2020,01,02,0
13069,2020,01,03,120
13070,2020,01,03,211
13071,2020,01,03,343
13072,2020,01,03,85
13073,2020,01,03,577
13074,2020,01,03,257
13075,2020,01,03,1040
13076,2020,01,03,729
13077,2020,01,03,660
13078,2020,01,03,0
13079,2020,01,03,883
13080,2020,01,03,1022
13081,2020,01,03,683
13082,2020,01,03,0
13086,2020,01,03,773
13345,2020,01,03,631
13346,2020,01,03,248
13347,2020,01,03,428
13348,2020,01,03,527
13350,2020,01,03,0
13434,2020,01,03,429
13435,2020,01,03,354
13436,2020,01,03,413
13437,2020,01,03,334
13438,2020,01,03,128
13444,2020,01,03,115
13446,2020,01,03,125
13454,2020,01,03,0
13455,2020,01,03,0
13456,2020,01,03,0
13457,2020,01,03,0
13458,2020,01,03,0
13459,2020,01,03,0
13460,2020,01,03,0
13461,2020,01,03,0
13462,2020,01,03,0
13463,2020,01,03,0
13464,2020,01,03,0
13465,2020,01,03,0
13466,2020,01,03,0
13467,2020,01,03,0
13470,2020,01,03,0
13471,2020,01,03,0
13472,2020,01,03,0
13473,2020,01,03,0
13478,2020,01,03,0
13069,2020,01,04,64
13070,2020,01,04,116
13071,2020,01,04,200
13072,2020,01,04,25
13073,2020,01,04,315
13074,2020,01,04,145
13075,2020,01,04,531
13076,2020,01,04,374
13077,2020,01,04,443
13078,2020,01,04,0
13079,2020,01,04,431
13080,2020,01,04,686
13081,2020,01,04,364
13082,2020,01,04,0
13086,2020,01,04,486
13345,2020,01,04,285
13346,2020,01,04,143
13347,2020,01,04,320
13348,2020,01,04,340
13350,2020,01,04,0
13434,2020,01,04,307
13435,2020,01,04,185
13436,2020,01,04,254
13437,2020,01,04,230
13438,2020,01,04,73
13444,2020,01,04,74
13446,2020,01,04,66
13454,2020,01,04,0
13455,2020,01,04,0
13456,2020,01,04,0
13457,2020,01,04,0
13458,2020,01,04,0
13459,2020,01,04,0
13460,2020,01,04,0
13461,2020,01,04,0
13462,2020,01,04,0
13463,2020,01,04,0
13464,2020,01,04,0
13465,2020,01,04,0
13466,2020,01,04,0
13467,2020,01,04,0
13470,2020,01,04,0
13471,2020,01,04,0
13472,2020,01,04,0
13473,2020,01,04,0
13478,2020,01,04,0
13069,2020,01,05,57
13070,2020,01,05,74
13071,2020,01,05,173
13072,2020,01,05,12
13073,2020,01,05,156
13074,2020,01,05,100
13075,2020,01,05,394
13076,2020,01,05,256
13077,2020,01,05,379
13078,2020,01,05,0
13079,2020,01,05,395
13080,2020,01,05,404
13081,2020,01,05,222
13082,2020,01,05,0
13086,2020,01,05,306
13345,2020,01,05,158
13346,2020,01,05,94
13347,2020,01,05,155
13348,2020,01,05,242
13350,2020,01,05,0
13434,2020,01,05,227
13435,2020,01,05,162
13436,2020,01,05,184
13437,2020,01,05,174
13438,2020,01,05,33
13444,2020,01,05,46
13446,2020,01,05,39
13454,2020,01,05,0
13455,2020,01,05,0
13456,2020,01,05,0
13457,2020,01,05,0
13458,2020,01,05,0
13459,2020,01,05,0
13460,2020,01,05,0
13461,2020,01,05,0
13462,2020,01,05,0
13463,2020,01,05,0
13464,2020,01,05,0
13465,2020,01,05,1
13466,2020,01,05,0
13467,2020,01,05,0
13470,2020,01,05,0
13471,2020,01,05,0
13472,2020,01,05,0
13473,2020,01,05,0
13478,2020,01,05,0
13069,2020,01,06,119
13070,2020,01,06,237
13071,2020,01,06,489
13072,2020,01,06,87
13073,2020,01,06,753
13074,2020,01,06,347
13075,2020,01,06,1273
13076,2020,01,06,827
13077,2020,01,06,840
13078,2020,01,06,0
13079,2020,01,06,1252
13080,2020,01,06,1297
13081,2020,01,06,897
13082,2020,01,06,0
13086,2020,01,06,980
13345,2020,01,06,797
13346,2020,01,06,394
13347,2020,01,06,596
13348,2020,01,06,804
13350,2020,01,06,0
13434,2020,01,06,670
13435,2020,01,06,502
13436,2020,01,06,571
13437,2020,01,06,481
13438,2020,01,06,145
13444,2020,01,06,168
13446,2020,01,06,199
13454,2020,01,06,0
13455,2020,01,06,0
13456,2020,01,06,0
13457,2020,01,06,1
13458,2020,01,06,0
13459,2020,01,06,0
13460,2020,01,06,0
13461,2020,01,06,0
13462,2020,01,06,0
13463,2020,01,06,0
13464,2020,01,06,0
13465,2020,01,06,0
13466,2020,01,06,0
13467,2020,01,06,0
13470,2020,01,06,0
13471,2020,01,06,0
